kode_rs,nama_rs,total_tt,lk_terpakai,pr_terpakai,terpakai,lk_kosong,pr_kosong,kosong,wait_list,tgl_update
3522014,RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo,370,95,60,155,172,181,215,0,17/Apr/2020 03:27:27
3522025,RS Umum Aisyiyah Bojonegoro,173,0,0,0,0,0,173,0,20/Mar/2018 11:20:32
3522047,RS Umum Daerah Sumberrejo,111,19,21,40,31,40,71,0,18/Apr/2020 04:51:58
3522058,RS umum Daerah Padangan,92,21,23,44,19,29,48,0,02/Feb/2018 07:32:52
3523015,RS Umum Daerah Dr. R. Koesma Tuban,466,87,96,183,0,0,283,5,01/Apr/2020 12:12:36
3524016,RS Umum Daerah Dr. Soegiri Lamongan,374,91,105,196,90,95,178,0,11/Apr/2020 04:43:22
3524020,RS Islam Nashrul Ummah,117,12,17,29,33,41,88,0,19/Apr/2020 12:37:56
3524031,RS Umum Muhammadiyah Lamongan,10,1,1,2,2,1,8,0,15/Apr/2020 08:52:27
3525010,RS Umum Daerah Ibnu Sina Kab. Gresik,429,64,67,131,0,0,298,0,17/Jan/2019 11:38:56
3525021,RS Semen Gresik,10,3,2,5,2,3,5,0,06/Mar/2018 10:40:58
3525043,RS Ibu dan Anak Nyai Ageng Pinatih Gresik,39,7,22,29,24,15,10,0,06/Mar/2018 10:21:46
3525076,RS Petrokimia Gresik,104,1,0,1,0,0,103,0,06/Mar/2018 10:21:47
3525087,RS Denisa,53,2,13,15,26,13,38,0,19/Apr/2020 22:53:53
3526011,RS Umum Daerah Syarifah Ambami Rato Ebu,251,56,86,142,57,57,109,0,02/Feb/2018 06:46:35
3527012,RS Umum Daerah Kab. Sampang,489,53,73,126,7,7,363,0,08/Feb/2018 05:52:26
3528013,RS Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,256,47,61,108,21,40,148,0,17/Jan/2019 01:06:35
3529014,RS Umum Daerah dr. H. Moh. Anwar,200,1,1,2,0,0,198,0,07/Feb/2018 11:41:06
3571016,RS Umum Daerah Gambiran,255,57,58,115,56,81,140,0,17/Apr/2020 02:49:42
3571031,RS Umum Bhayangkara Kediri,289,140,125,265,14,10,24,0,27/Feb/2019 09:59:55
3571053,RS Umum Daha Husada,61,7,1,8,13,14,53,0,23/Feb/2018 11:21:56
3571122,RS Muhammadiyah Ahmad Dahlan,4,3,1,4,0,0,0,0,19/Apr/2020 11:53:07
3572010,RS Umum Daerah Mardi Waluyo,380,73,0,73,223,0,307,0,17/Apr/2020 20:25:11
3505054,RS Umum An-Nisaa,57,16,15,31,22,22,26,0,11/Apr/2020 04:40:32
3573011,RS Umum Daerah Dr. Saiful Anwar,932,262,269,531,190,227,401,0,13/Apr/2020 08:45:13
3573055,RS Umum Panti Waluya Sawahan Malang,192,28,25,53,127,139,139,0,19/Apr/2020 03:50:26
3573066,RS Umum Lavalette Malang,3,0,0,0,3,3,3,0,31/Jan/2018 11:38:06
3507070,RS Marsudi Waluyo,6,0,0,0,0,0,6,0,17/Apr/2020 11:40:55
3573135,RS Ibu dan Anak Muhammadiyah Malang,53,18,18,36,35,35,17,0,19/Apr/2020 22:01:01
3507204,RS Umum Islam Gondang Legi,97,15,16,31,33,36,66,0,18/Apr/2020 01:52:20
3573226,RS Islam Malang,8,0,0,0,0,0,8,0,18/Apr/2020 14:12:15
3574012,RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo,216,48,41,89,53,79,127,0,05/Feb/2018 08:42:14
3513067,RS Umum Daerah Tongas,154,14,25,39,58,57,115,0,10/Apr/2020 10:15:40
3575013,RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan,281,36,36,72,83,126,209,0,16/Apr/2020 10:45:47
3576014,RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto,164,37,42,79,39,27,85,0,02/Feb/2018 01:00:18
3516073,RS Umum Daerah Raden Achmad Basoeni,93,0,0,0,0,0,93,0,23/Feb/2018 10:17:30
3577015,RS Umum Daerah Dr. Soedono Madiun,402,0,8,8,0,0,394,0,01/Feb/2018 05:53:12
3577074,RS Umum Islam Siti Aisyah,144,0,0,0,0,0,144,0,31/Dec/2018 10:33:01
3577085,RS Umum Daerah Kota Madiun,214,0,0,0,0,0,214,0,23/Nov/2018 04:07:37
3578016,RS Umum Daerah Dr. Soetomo,1141,212,210,422,0,0,719,0,17/Apr/2020 02:15:21
3578086,RS Primasatya Husada Citra (PHC) Surabaya,41,0,0,0,0,0,41,0,16/Apr/2020 10:40:23
3578122,RS Umum Tk. III Brawijaya,112,36,30,66,18,28,46,0,10/May/2018 07:07:43
3578192,RS Jiwa Menur,286,187,99,286,0,0,0,0,17/Apr/2020 03:00:01
3578443,RS Umum Siloam Hospitals Surabaya,160,54,34,88,0,0,72,0,15/Apr/2020 12:20:42
3578523,RS Umum Haji Surabaya,280,79,70,149,53,77,131,0,17/Apr/2020 03:46:32
3578560,RS Husada Utama Surabaya,10,0,0,0,0,0,10,0,16/Apr/2020 14:11:16
3578571,RS Umum Daerah dr. Mohamad Soewandhie,268,94,128,222,24,22,46,0,19/Apr/2020 08:59:34
3578764,RS Bhayangkara TK II HS. Samsoeri Mertojoso,283,21,27,48,219,16,235,0,16/Apr/2020 07:40:25
3602011,RS Umum Daerah Dr. Adjidarmo,363,0,0,0,0,0,363,0,22/Nov/2018 09:16:22
3602022,RS Misi Lebak,155,26,24,50,46,59,105,105,28/Mar/2020 11:22:23
3674056,RS Islam Asshobirin,5,1,1,2,4,4,3,0,17/Nov/2017 07:54:39
3671126,RS Umum Aminah,47,19,14,33,3,8,14,0,09/Apr/2020 06:16:50
3604013,RS Umum Daerah dr. Drajat Prawiranegara,494,140,154,294,89,98,200,0,17/Apr/2020 07:29:06
3603010,RS Umum Daerah Kabupaten Tangerang,566,156,247,403,15,42,163,0,04/Jul/2017 14:48:09
3671021,RS Daan Mogot,25,3,1,4,11,11,21,0,17/Apr/2020 10:25:54
3671032,RSUP Dr. Sitanala Tangerang,958,72,115,187,630,642,771,0,04/Jul/2017 14:48:09
3671043,RS Sari Asih Karawaci,139,37,56,93,18,28,46,0,18/Apr/2020 09:14:58
3671076,RS An-Nisa,147,52,31,83,33,31,64,0,17/Apr/2020 07:26:15
3671146,RS Umum Bhakti Asih,137,26,35,61,34,42,76,0,18/Apr/2020 09:56:40
3672022,RS Umum Daerah Kota Cilegon,230,49,35,84,72,75,146,0,17/Apr/2020 04:57:42
3672034,RS Kurnia,9,1,1,2,3,3,7,0,16/Apr/2020 06:17:42
5101016,RS Umum Daerah Negara,165,40,34,74,41,50,91,0,19/Apr/2020 01:48:23
5102010,RS Umum Daerah Tabanan,239,125,102,227,12,7,12,0,02/Feb/2019 06:41:55
5102021,RS Umum Dharma Kerti,32,12,10,22,10,10,10,0,13/Apr/2020 03:21:19
5104012,RS Umum Daerah Sanjiwani Gianyar,2555,90,79,169,1185,1198,2386,0,02/Apr/2020 08:15:01
5105013,RS Umum Daerah Klungkung,169,82,0,82,87,0,87,0,13/Jul/2017 08:49:43
5106025,RS Jiwa Provinsi Bali,390,182,88,270,68,51,120,0,26/Feb/2018 07:29:48
5107015,RS Umum Daerah Karangasem,255,43,54,97,0,0,158,0,05/Mar/2019 05:31:12
5108016,RS Umum Daerah Kab. Buleleng,336,310,0,310,26,0,26,0,04/Mar/2019 02:59:51
5171016,RSUP Sanglah,777,200,195,395,0,0,382,0,08/Mar/2019 06:29:58
5171020,RS Umum Daerah Wangaya,186,61,56,117,145,159,69,0,04/Dec/2018 06:14:30
5171064,RS Khusus Mata Bali Mandara,30,4,6,10,20,20,20,0,01/Mar/2019 09:37:54
5201010,RS Umum Daerah Patut Patuh Patju,136,41,55,96,21,14,40,0,06/Apr/2020 08:05:44
5202011,RS Umum Praya,236,94,92,186,134,134,50,0,16/Apr/2020 11:25:40
5203012,RS Umum Daerah Dr. R. Soedjono Selong,379,241,240,481,153,153,-102,0,01/Apr/2020 11:01:01
5204013,RS Umum Sumbawa Besar,139,6,6,12,5,5,127,0,11/Apr/2020 10:31:29
5205014,RS Umum Dompu,174,40,61,101,38,54,73,0,07/Feb/2018 06:21:13
5206015,RS Umum Bima,143,39,77,116,15,12,27,0,14/Mar/2018 05:31:01
5271010,RS Umum Daerah NTB,375,0,0,0,0,0,375,0,07/Feb/2018 05:00:26
5271054,RS Jiwa Mutiara Sukma,150,57,37,94,85,59,56,0,20/Mar/2020 07:25:08
5271076,RS Risa Sentra Medika,56,7,9,16,0,0,40,0,15/Apr/2020 08:26:41
5301011,RS Kristen Lende Moripa,167,22,24,46,60,61,121,0,12/Apr/2020 11:07:24
5301033,RS Umum Waikabubak,125,39,57,96,0,0,29,0,05/Mar/2019 04:06:10
5302023,RS Umum Daerah Waingapu,130,26,45,71,0,0,59,0,02/Mar/2018 07:42:10
5302034,RS Umum Imanuel Sumba,50,1,1,2,21,27,48,0,17/Apr/2020 02:39:33
5304014,RS Umum Soe,106,47,49,96,47,49,10,0,05/Nov/2018 08:52:00
5305015,RS Umum Daerah Kefamenanu,111,19,18,37,36,39,74,0,19/Apr/2020 02:25:17
5306016,RS Umum Daerah MGR Gabriel Manek,185,28,42,70,35,83,115,0,15/Apr/2020 03:33:22
5306031,RS Sito Husada,31,4,2,6,4,3,25,0,18/Apr/2020 10:45:22
5306042,RS Umum Penyangga Perbatasan Betun,94,13,11,24,25,45,70,0,23/Jul/2018 07:06:11
5307010,RS Umum Daerah Kalabahi,124,32,47,79,20,24,45,0,15/Feb/2018 06:26:24
5307021,RS Bergerak Kab.Alor,13,0,2,2,3,5,11,0,23/Feb/2018 08:20:56
5308045,RS Umum Daerah Lewoleba,171,9,9,18,8,7,153,0,12/Feb/2018 05:22:51
5310012,RS Umum Dr TC Hillers Maumere,204,39,55,94,49,62,110,0,16/Apr/2020 08:01:41
5311013,RS Umum Daerah Ende,215,49,84,133,19,16,82,0,07/Feb/2018 10:33:53
5312014,RS Umum Bajawa,99,30,47,77,13,16,22,0,06/Mar/2019 04:13:14
5313015,RS Umum Daerah dr. Ben Mboi Ruteng,203,40,67,107,32,60,96,0,19/Apr/2020 05:17:41
5371011,RS Umum Prof Dr WZ Johanes,358,126,166,292,19,41,66,0,19/Feb/2019 04:25:07
5303022,RS Tk.IV Wirasakti Kupang,100,0,0,0,0,0,100,0,21/Dec/2018 12:21:08
5303033,RS Bhayangkara,100,0,0,0,73,77,100,0,10/Apr/2020 03:43:43
6172011,RS Umum Daerah Dr. Abdul Aziz Singkawang,285,68,87,155,54,80,130,0,01/Oct/2018 03:46:17
6101022,RS Umum Daerah Sambas,132,16,18,34,0,0,98,0,19/Apr/2020 22:25:02
6101033,RS Umum Daerah Pemangkat,140,31,14,45,74,21,95,0,19/Apr/2020 23:00:53
6172066,RS Jiwa Provinsi Kalimantan Barat,412,0,0,0,0,0,412,0,14/Feb/2018 06:58:11
6102012,RS Umum Daerah Bengkayang,117,8,20,28,35,54,89,0,18/Apr/2020 06:49:51
6103013,RS Umum Daerah Kabupaten Landak,124,21,13,34,68,22,90,0,19/Apr/2020 22:56:53
6104014,RS Umum Daerah Dr. Rubini Mempawah,167,46,45,91,114,114,76,0,17/Apr/2020 12:01:01
6105015,RS Umum Daerah M. Th. Djaman Sanggau,129,20,27,47,37,42,82,0,17/Apr/2020 04:00:37
6106016,RS Umum Daerah Dr. Agoesdjam Ketapang,130,50,51,101,12,11,29,0,13/Apr/2020 08:09:06
6106020,RS Fatima Ketapang,220,46,72,118,46,56,102,102,23/Mar/2020 10:57:43
6107010,RS Umum Daerah Ade Muhammad Djoen Sintang,136,25,36,61,37,38,75,0,18/Apr/2020 09:15:34
6108011,RS Umum Daerah dr. A. Diponegoro Putussibau,135,36,37,73,13,41,62,0,19/Feb/2019 06:12:37
6109012,RS Umum Daerah Kabupaten Sekadau,91,7,8,15,11,53,76,0,14/Apr/2020 05:23:03
6110012,RS Umum Daerah Kabupaten Melawi,84,13,10,23,40,55,61,0,01/Nov/2017 07:03:19
6171011,RS Umum Daerah Dr. Soedarso Pontianak,470,136,117,253,89,116,217,0,06/Mar/2019 04:34:37
6171022,RS Tk.II Kartika Husada Kes.Dam XII Tanjungpura,13,3,1,4,5,4,9,0,18/Apr/2020 03:04:07
6171044,RS Jiwa Daerah Sei Bangkong Pontianak,109,40,7,47,51,11,62,0,15/Apr/2020 04:32:19
6171113,RS Islam Yarsi Pontianak,89,32,30,62,12,15,27,0,18/Mar/2018 03:33:18
6201012,RS Umum Daerah Sultan Imanuddin,252,60,54,114,0,0,138,0,17/Apr/2020 04:11:07
6202013,RS Umum Daerah Dr Murjani Sampit,263,58,69,127,1,1,136,0,13/Feb/2018 09:32:14
6209024,RS Umum Daerah  Mas Amsyar Kasongan,100,28,31,59,23,25,41,0,28/Feb/2018 09:17:55
6203015,RS Umum Daerah Dr H Soemarno S,169,41,45,86,111,111,83,0,19/Apr/2020 10:55:45
6211026,RS Umum Daerah Kuala Kurun,57,11,12,23,13,21,34,0,15/Apr/2020 09:38:06
6204016,RS Umum Daerah Jaraga Sasameh,143,34,55,89,0,0,54,0,19/Apr/2020 18:30:00
6212020,RS Umum Daerah Tamiang Layang,97,14,24,38,28,31,59,0,19/Apr/2020 10:16:49
6205011,RS Umum Daerah Muara Teweh,119,43,59,102,5,3,17,0,16/Apr/2020 11:22:55
6213022,RS Umum Daerah Puruk Cahu,31,15,13,28,16,16,3,0,19/Apr/2020 22:01:01
6207033,RS Umum Daerah Sukamara,78,7,10,17,27,34,61,0,01/Nov/2018 05:55:36
6207012,RS Umum Daerah Kabupaten Lamandau,62,3,1,4,4,9,58,0,26/Nov/2018 07:00:16
6208014,RS Umum Daerah Kuala Pembuang,69,0,1,1,13,22,68,0,26/Nov/2018 08:19:36
6210015,RS Umum Daerah Pulang Pisau,76,30,13,43,21,12,33,0,04/Mar/2019 05:34:50
6271012,RS Umum Daerah Dr Doris Sylvanus Palangka Raya,411,139,113,252,57,103,159,0,19/Apr/2020 09:28:47
6301013,RS Umum Daerah H. Boejasin Pelaihari,165,56,70,126,17,27,39,0,18/Apr/2020 04:33:11
6302014,RS Umum Daerah Kabupaten Kotabaru,112,25,25,50,25,39,62,0,29/Mar/2020 01:57:53
6303015,RS Umum Daerah Ratu Zalecha,258,72,25,97,148,38,161,0,19/Apr/2020 16:16:01
6303026,RS Umum Danau Salak,47,8,5,13,8,28,34,0,07/Jan/2019 12:02:07
6304016,RS Jiwa Sambang Lihum,300,130,33,163,117,22,137,0,07/Apr/2020 03:42:57
6304020,RS Umum Daerah  H. Abdul Aziz Marabahan,32,6,7,13,12,9,19,0,19/Feb/2019 06:48:55
6305010,RS Umum Daerah Datu Sanggul Rantau,133,20,16,36,45,52,97,0,04/Apr/2020 05:09:03
6306011,RS Umum Daerah Brigjed H. Hasan Basry Kandangan,615,185,42,227,227,226,388,0,08/Mar/2019 22:56:18
6307012,RS Umum Daerah  H Damanhuri Barabai,348,4585,6072,10657,0,0,-10309,0,13/Feb/2019 05:37:05
6308013,RS Umum Daerah Pambalah Batung,256,52,58,110,12,11,146,0,02/Oct/2017 06:02:26
6309014,RS Umum Daerah H. Badaruddin Kasim,798,238,261,499,17,47,299,499,04/Jul/2017 14:48:09
6310015,RS Umum Daerah dr. H. Andi Abdurrahman Noor,140,93,93,186,12,21,-46,0,15/Apr/2020 08:45:11
6371013,RS Umum Daerah Ulin Banjarmasin,590,190,216,406,61,74,184,0,17/Apr/2020 03:53:21
6371046,RS Islam Banjarmasin,4,0,0,0,0,0,4,0,16/Apr/2020 12:44:34
6371072,RS Umum Daerah Dr. H. Moch. Ansari Saleh,1623,595,598,1193,186,231,430,0,07/Jan/2019 05:07:54
6371141,RS TNI-AU Tk.IV Syamsudin Noor,38,0,0,0,22,21,38,0,26/Mar/2020 09:06:26
6372014,RS Umum Daerah Idaman Banjarbaru,223,96,94,190,0,0,33,0,15/Jan/2019 04:55:13
6401014,RS Umum Daerah Panglima Sebaya,187,31,64,95,46,45,92,0,17/Apr/2020 03:34:02
6403015,RS Umum Daerah Aji Muhammad Parikesit,264,78,94,172,0,0,92,0,19/Apr/2020 04:11:23
6402041,RS Umum Daerah Harapan Insan Sendawar,205,31,24,55,0,0,150,0,06/Mar/2019 09:23:11
6403052,RS Umum Daerah Aji Batara Agung Dewa Sakti,98,19,18,37,25,36,61,0,07/Apr/2020 08:09:45
6404021,RS Umum Daerah Tanjung Selor,165,62,88,150,1,1,15,0,06/Mar/2018 11:48:18
6404032,RS Umum Daerah Kudungga,108,7,6,13,0,11,95,0,16/Apr/2020 05:01:20
6405011,RS Umum Daerah Dr. Abdul Rivai,182,85,81,166,7,8,16,0,04/Mar/2019 04:06:53
6408025,RS Umum Daerah Kabupaten Nunukan,165,33,29,62,45,58,103,0,19/Apr/2020 06:41:22
6409036,RS Umum Daerah Ratu Aji Putri Botung,90,19,18,37,17,26,53,0,05/Mar/2019 03:27:07
6471014,RS Umum Daerah Dr. Kanujoso Djatiwibowo,448,96,93,189,0,0,259,0,17/Apr/2020 03:32:20
6471036,RS Tk.II Dr R Hardjanto,194,129,129,258,0,0,-64,0,07/Apr/2020 07:33:35
6471051,RS  Restu Ibu,163,20,43,63,33,55,100,0,25/Dec/2018 05:02:06
6471062,RS Ibu dan Anak Sayang Ibu,24,0,10,10,0,14,14,0,06/Apr/2020 02:55:09
6472015,RS Umum Daerah Abdul Wahab Sjahranie,713,134,100,234,207,272,479,0,13/Apr/2020 02:53:31
6472041,RS Umum Tk. IV Samarinda,61,0,0,0,0,0,61,0,13/Apr/2020 02:18:04
6472063,RS Jiwa Atma Husada Mahakam,183,87,31,118,53,13,65,0,18/Apr/2020 21:00:02
6472118,RS Umum Daerah Inche Abdoel Moeis,143,52,51,103,19,18,40,0,15/Oct/2018 07:49:59
6473016,RS Umum Daerah Tarakan,369,78,74,152,0,0,217,0,01/Mar/2019 04:09:50
6474032,RS Umum Daerah Taman Husada,176,24,11,35,127,14,141,0,09/Apr/2020 07:15:44
7101013,RS Umum Datoe Binangkang,132,9,7,16,29,25,116,0,12/Feb/2018 12:51:11
7102014,RS Umum Dr.Sam Ratulangi,11,4,4,8,2,3,3,0,28/Feb/2018 07:12:07
7102120,RS Umum Noongan,90,40,50,90,13,20,0,0,27/Feb/2018 08:31:33
7103015,RS Umum Liun Kendage,86,28,28,56,28,31,30,0,28/Feb/2018 01:51:36
7103026,RS Bergerak Kab.Kep.Sitaro,66,9,27,36,23,25,30,0,28/Feb/2018 01:33:11
7104027,RS Bergerak Kab.Kep.Talaud,56,65,76,141,24,27,-85,0,06/Mar/2018 10:17:07
7171013,RSUP Prof. Dr. R. D. Kandou,1987,315,288,603,708,676,1384,0,17/Apr/2020 03:26:46
7171024,RS TK. II R. W. Mongisidi,202,64,81,145,28,29,57,0,08/Mar/2019 03:06:04
7171035,RS Jiwa Prof. Dr. V. L. Ratumbusyang,180,100,50,150,-10,40,30,0,27/Mar/2020 04:50:56
7172036,RS Umum Daerah Bitung,234,27,26,53,70,111,181,0,19/Apr/2020 02:21:16
7202015,RS Umum Daerah Kabupaten Banggai,313,44,44,88,65,105,225,0,17/Apr/2020 04:28:47
7203016,RS Umum Daerah Morowali,175,16,13,29,117,29,146,0,20/Apr/2020 00:00:39
7204010,RS Umum Daerah Poso,225,32,44,76,66,83,149,0,14/Apr/2020 05:50:58
7204021,RS Umum Daerah Kolonedale,100,40,39,79,2,6,21,0,17/Apr/2020 10:36:18
7209032,RS Umum Daerah Ampana,191,16,31,47,61,80,144,0,18/Apr/2020 03:46:15
7208011,RS Umum Daerah Anuntaloko Parigi,230,27,35,62,57,80,168,0,11/Apr/2020 08:19:28
7205022,RS Umum Daerah Kabelota,105,17,22,39,32,34,66,0,03/Dec/2018 07:30:09
7206012,RS Umum  Mokopido Toli-Toli,274,42,37,79,96,100,195,0,06/Apr/2020 08:06:42
7207013,RS Umum Daerah Buol,30,0,0,0,0,0,30,0,09/Feb/2018 06:58:50
7271014,RS Umum Daerah Undata Palu,590,606,589,1195,251,40,-605,0,15/Apr/2020 06:53:54
7271025,RS TK.IV Wirabuana Palu,86,18,18,36,33,21,50,0,19/Apr/2020 10:05:02
7271036,RS Umum Anutapura Palu,437,125,110,235,183,21,202,0,14/Apr/2020 11:36:49
7271051,RS Umum Daerah Madani Palu,224,50,26,76,38,59,148,0,09/Feb/2018 07:36:44
7271095,RS Budi Agung Palu,95,0,0,0,0,0,95,0,03/Dec/2018 07:23:16
7301015,RS Umum Daerah K.H. Hayyung Kepulauan Selayar,154,22,18,40,0,9,114,0,11/Apr/2020 03:04:04
7302016,RS Umum Daerah H.A. Sulthan Daeng Radja,366,67,65,132,94,146,234,0,05/Feb/2019 04:10:26
7303010,RS Umum Daerah Prof.Dr.H.M. Anwar Makkatutu,159,68,67,135,18,27,24,1,08/Mar/2019 04:18:01
7304011,RS Umum Daerah Lanto Daeng Pasewang,217,29,51,80,57,64,137,0,11/Apr/2020 05:12:20
7305012,RS Umum Daerah H. Padjonga Dg. Ngalle Takalar,293,18,22,40,21,40,253,0,19/Apr/2020 02:47:39
7306046,RS Umum Daerah Syehk Yusuf Gowa,164,32,55,87,31,46,77,0,17/Apr/2020 01:12:43
7307014,RS Umum Daerah Kabupaten Sinjai,140,0,0,0,0,0,140,2,02/Apr/2020 04:30:04
7308026,RS Tk.IV DR. M. Yasin Bone,120,40,58,98,11,11,22,0,02/Mar/2019 09:54:39
7308041,RS Umum Daerah Tenriawaru Bone,290,56,92,148,0,0,142,0,16/Apr/2020 05:34:38
7309016,RS Umum Daerah Salewangang Maros,181,11,7,18,69,94,163,0,10/Apr/2020 01:36:38
7310016,RS Umum Batara Siang,150,41,59,100,3,4,50,0,18/Apr/2020 07:21:20
7311010,RS Umum Daerah Barru,177,2,0,2,0,0,175,0,14/Apr/2020 07:52:40
7312011,RS Umum Daerah Latemmamala Soppeng,258,82,104,186,45,37,72,0,12/Feb/2018 08:54:46
7313012,RS Umum Daerah Lamaddukkelleng Kabupaten Wajo,161,0,0,0,0,0,161,0,14/Apr/2020 05:00:48
7314013,RS Umum Daerah Nene Mallomo,156,40,40,80,34,42,76,0,19/Apr/2020 01:35:51
7314024,RS Umum Daerah Arifin Numang,131,10,15,25,0,0,106,0,16/Apr/2020 05:46:08
7315014,RS Umum Daerah Lasinrang Pinrang,184,14,21,35,0,0,149,0,18/Apr/2020 11:01:24
7316015,RS Umum Daerah Massenrempulu Enrekang,117,13,35,48,0,0,69,0,17/Apr/2020 03:34:43
7373016,RS Umum Daerah Sawerigading,442,178,96,274,134,37,168,0,10/Apr/2018 09:53:20
7317053,RS Umum Daerah Andi Djemma Masamba,197,30,48,78,52,69,119,0,17/Apr/2020 08:30:05
7318054,RS Umum Daerah Lakipadada,204,17,26,43,0,0,161,0,16/Apr/2020 04:48:11
7325016,RS Umum Daerah I Lagaligo,200,14,49,63,56,73,137,0,17/Apr/2020 04:24:58
7371026,RS Umum Daerah Labuang Baji,141,26,35,61,20,27,80,0,18/Sep/2018 11:13:01
7371030,RS Tk.II Pelamonia,236,63,63,126,173,173,110,0,16/Apr/2020 20:01:01
7371041,RS Kepolisian Bhayangkara,323,0,0,0,0,0,323,0,18/Apr/2020 11:24:03
7371063,RS Stella Maris,288,26,22,48,0,0,240,0,19/Apr/2020 05:15:03
7371074,RS AL Jala Ammari Makassar,4,0,0,0,0,0,4,0,18/Apr/2020 10:29:57
7371176,RS Bersalin Elim Makassar,2,0,0,0,0,1,2,0,20/Dec/2018 12:50:04
7371191,RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah,110,0,20,20,0,16,90,0,08/Feb/2019 09:38:26
7371256,RS Khusus Daerah Ibu dan Anak Siti Fatimah,37,10,8,18,5,14,19,0,10/Aug/2018 10:11:13
7371314,RS Dr. Tadjuddin Chalid MPH,129,31,28,59,24,37,70,0,06/Mar/2019 04:59:03
7371325,RSUP Dr. Wahidin Sudirohusodo,1087,158,111,269,679,108,818,0,09/Apr/2018 07:52:43
7371340,RS Ibnu Sina Makassar,240,25,46,71,0,0,169,0,18/Apr/2020 04:18:02
7371362,RS Umum Daerah Haji Makassar,210,0,0,0,0,0,210,0,22/Feb/2018 06:30:23
7371373,RS Grestelina,213,20,25,45,51,70,168,0,11/Apr/2020 06:02:47
7371395,RS Umum Daerah Daya Kota Makassar,162,17,59,76,24,62,86,0,15/Apr/2020 02:45:07
7372020,RS Fatima Pare-Pare,2,0,0,0,0,0,2,0,18/Apr/2020 09:06:01
7372075,RS Umum Daerah Andi Makkasau Parepare,274,81,94,175,0,0,99,0,06/Mar/2019 04:50:21
7472016,RS Umum Daerah Kota Bau Bau,151,18,18,36,0,0,115,0,14/Apr/2020 03:12:57
7401038,RS Umum Daerah Kabupaten Buton,67,0,0,0,0,0,67,0,22/Feb/2018 01:46:38
7402010,RS Umum Daerah Raha,146,63,75,138,4,4,8,0,20/Feb/2019 02:24:48
7471011,RS Bahteramas Provinsi Sultra,404,33,35,68,129,131,336,0,14/Apr/2020 04:27:59
7403022,RS Umum Daerah Konawe,908,248,299,547,35,80,361,519,04/Jul/2017 14:48:09
7403033,RS Tk.IV Dr. R Ismoyo Kendari,56,1,7,8,21,27,48,0,17/Apr/2020 10:16:07
7471044,RS Santa Anna,10,0,2,2,8,8,8,0,15/Apr/2020 04:02:35
7471066,RS  Jiwa Kendari,205,129,69,198,4,3,7,0,19/Feb/2018 04:33:29
7471092,RS Umum Daerah Kota Kendari,129,1,0,1,2,3,128,0,01/Mar/2019 05:48:03
7403114,RS Umum Daerah Konawe Selatan,106,6,7,13,38,54,93,0,17/Apr/2020 03:53:56
7404012,RS Benyamin Guluh Kolaka,172,37,33,70,40,52,102,0,02/Mar/2019 03:14:11
7404023,RS  Antam Nikel Pomalaa,50,3,4,7,2,2,43,0,21/Feb/2019 05:00:58
7404034,RS Umum Daerah H.M.Djafar Harun,113,41,53,94,34,45,19,0,25/Feb/2019 04:51:07
7502033,RS Umum Daerah dr. M. Mohammad Dunda,195,42,100,142,38,15,53,1,09/Mar/2018 09:10:30
7504032,RS Umum Daerah Toto Kabila,222,27,31,58,0,0,164,0,13/Apr/2020 03:56:49
7501043,RS Umum Daerah Tani dan Nelayan,150,13,14,27,51,71,123,0,19/Apr/2020 02:24:30
7503045,RS Umum Daerah Bumi Panua,123,31,57,88,16,19,35,0,19/Dec/2018 05:01:48
7571010,RS Umum Daerah Prof Dr. H. Aloei Saboe,400,76,64,140,102,158,260,0,19/Apr/2020 10:49:48
7601011,RS Umum Daerah Kabupaten Majene,143,33,33,66,39,61,77,0,17/Apr/2020 03:28:00
7602044,RS Umum Daerah Polewali,310,46,88,134,77,92,176,0,18/Apr/2020 03:12:04
7604012,RS Umum Daerah Kabupaten Mamuju,108,5,17,22,37,49,86,0,11/Apr/2020 06:47:37
8101015,RS Umum Karel Sadsuitubun,135,11,28,39,44,52,96,0,17/Apr/2020 04:09:39
8103016,RS Umum Saparua,37,5,3,8,14,15,29,0,23/Feb/2018 11:25:21
8103020,RSUD Kab. Buru,55,16,15,31,9,15,24,0,08/Feb/2018 09:11:14
8103042,RS Umum Masohi,267,108,169,277,108,169,-10,0,31/Jan/2018 08:58:54
8103053,RS Umum Daerah dr. Ishak Umarella,115,5,15,20,24,46,95,0,06/Feb/2018 08:25:17
8105019,RS Umum Daerah Cendrawasih Dobo,78,5,1,6,3,4,72,0,19/Feb/2018 02:27:05
8107021,RS Umum Daerah Bula,93,9,19,28,31,32,65,0,09/Nov/2018 05:39:54
8171015,RS Umum Dr. M. Haulussy Ambon,402,57,91,148,90,143,254,0,06/Apr/2020 05:29:13
8171026,RS Tk. II Prof. dr. J. A. Latumeten,14,0,0,0,0,0,14,0,19/Apr/2020 04:47:32
8171063,RSKD Provinsi Maluku,110,28,22,50,36,24,60,0,09/Feb/2018 06:50:14
